Sample,BioSample.x,SampleName.x,location,Region,pop,Latitude,Longitude,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,BioSample.y,SampleType,TaxID,ScientificName,SampleName.y,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRS2533324,SAMN07347860,  20A_1, China:Dandong,China,DD,39.97927,124.32036,SRR6063010,2018-07-30 10:46:16,2017-09-23 17:05:05,81488974,14668015320,81488974,180,9430,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063010/SRR6063010.1,SRX3208228,wHAIPI012836-45,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347860,simple,29159,Crassostrea gigas,20A_1,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,FE5C464126C959D3E47BB9B6B0266477,1E0E6B212CB8A802AD69E5F942E517DF
SRS2533329,SAMN07347859,  20A_15, China:Dandong,China,DD,39.97927,124.32036,SRR6063005,2018-07-30 10:46:16,2017-09-23 16:16:45,52684760,10536952000,52684760,200,6458,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063005/SRR6063005.1,SRX3208233,wHAIPI000000-12,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347859,simple,29159,Crassostrea gigas,20A_15,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,A5C2CBA410FD43E6B0E84A75879FD3E6,D781A6D1EFFC99B3A82523593963F92C
SRS2533330,SAMN07347864,  20A_14, China:Dandong,China,DD,39.97927,124.32036,SRR6063004,2018-07-30 10:46:16,2017-09-23 17:07:16,116203490,20916628200,116203490,180,13338,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063004/SRR6063004.1,SRX3208234,wHAIPI012839-52,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347864,simple,29159,Crassostrea gigas,20A_14,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,A92AE8A784C991EBE039ED738DA65D2B,E6FA714C1111880E91235DA517275EEE
SRS2533267,SAMN07347813,  6A_4, China:Dalian,China,DL,38.87851,121.58342,SRR6063064,2018-07-30 10:46:15,2017-09-23 16:44:46,94522255,17014005900,94522255,180,10662,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063064/SRR6063064.1,SRX3208171,wHAIPI012831-36,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347813,simple,29159,Crassostrea gigas,6A_4,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,6F3D2A58A5DD1770CDEB9DE3C1D8853F,DA26C479A5F0CA794CCEE7A44F6D4173
SRS2533269,SAMN07347814,  6A_6, China:Dalian,China,DL,38.87851,121.58342,SRR6063063,2018-07-30 10:46:15,2017-09-23 16:27:25,106425581,19156604580,106425581,180,11905,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063063/SRR6063063.1,SRX3208173,wHAIPI012832-39,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347814,simple,29159,Crassostrea gigas,6A_6,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,7301C4999ACFDCFDD4838556CA0273E8,409FE19319A7852E2F8112C006CA5642
SRS2533270,SAMN07347815,  6A_7, China:Dalian,China,DL,38.87851,121.58342,SRR6063062,2018-07-30 10:46:15,2017-09-23 16:41:33,100569978,18102596040,100569978,180,11306,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063062/SRR6063062.1,SRX3208174,wHAIPI012833-41,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347815,simple,29159,Crassostrea gigas,6A_7,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,83E2CB1209DE2291B2FF370D5F623A21,F7BD424C6A0ED777ACD5D6B611473DDE
SRS2533271,SAMN07347816,  6A_9, China:Dalian,China,DL,38.87851,121.58342,SRR6063061,2018-07-30 10:46:15,2017-09-23 16:38:08,79529702,14315346360,79529702,180,9168,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063061/SRR6063061.1,SRX3208175,wHAIPI012834-42,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347816,simple,29159,Crassostrea gigas,6A_9,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,D9F0DAA8AA8926D0842331D28BEA3124,2B27FC2EEE77FD90AB68E0E740F4B464
SRS2533308,SAMN07347812,  6A_19, China:Dalian,China,DL,38.87851,121.58342,SRR6063025,2018-07-30 10:46:16,2017-09-23 16:31:24,95031660,17105698800,95031660,180,10687,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063025/SRR6063025.1,SRX3208212,wHAIPI012830-35,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347812,simple,29159,Crassostrea gigas,6A_19,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,93D1B9D14A01E04A3FE5C8D98B699DBF,DA1EF19479D4D7F3E0A37C3491A6A20A
SRS2533581,SAMN07347809,  6A_15, China:Dalian,China,DL,38.87851,121.58342,SRR6063403,2018-07-30 10:46:23,2017-09-23 22:45:18,100250125,18045022500,100250125,180,11247,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063403/SRR6063403.1,SRX3208485,wHAIPI012828-33,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347809,simple,29159,Crassostrea gigas,6A_15,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,14E0074EB92341C3FCA16E50F187EF7F,10F2064D5EB79BA926AD04D741E7E9A7
SRS2533591,SAMN07347801,  18_10, China:Dalian,China,DL,38.87851,121.58342,SRR6063435,2018-07-30 10:46:23,2017-09-23 23:46:30,106280947,19130570460,106280947,180,12543,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063435/SRR6063435.1,SRX3208495,wHAIPI012822-25,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347801,simple,29159,Crassostrea gigas,18_10,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,D92EC7514147552E384E5F51276A8418,6B8345205E06EBF64B82B254B1C36322
SRS2533596,SAMN07347802,  18_11, China:Dalian,China,DL,38.87851,121.58342,SRR6063430,2018-07-30 10:46:23,2017-09-23 23:33:23,98686801,17763624180,98686801,180,11543,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063430/SRR6063430.1,SRX3208500,wHAIPI012823-26,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347802,simple,29159,Crassostrea gigas,18_11,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,26817783BB89DE425CEB1D8DFCCB0E91,B4C0D2F864578EB1F0C3E23E5D804D21
SRS2533598,SAMN07347803,  18_2, China:Dalian,China,DL,38.87851,121.58342,SRR6063429,2018-07-30 10:46:23,2017-09-23 23:33:55,100174485,18031407300,100174485,180,11800,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063429/SRR6063429.1,SRX3208502,wHAIPI012824-29,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347803,simple,29159,Crassostrea gigas,18_2,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,5481A21CC26DB523C4B86E5FAA508BA9,9C132CA625673228FBE0E69870804E7B
SRS2533618,SAMN07347806,  6A_10, China:Dalian,China,DL,38.87851,121.58342,SRR6063406,2018-07-30 10:46:24,2017-09-23 22:45:46,96327706,17338987080,96327706,180,11396,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063406/SRR6063406.1,SRX3208522,wHAIPI012826-31,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347806,simple,29159,Crassostrea gigas,6A_10,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,4068973BC7C6620D557916B43F7B7917,625654D98348F6247FA1EBA78E6BB2B0
SRS2533619,SAMN07347805,  6A_1, China:Dalian,China,DL,38.87851,121.58342,SRR6063405,2018-07-30 10:46:24,2017-09-23 22:41:59,91435666,16458419880,91435666,180,10779,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063405/SRR6063405.1,SRX3208523,wHAIPI012825-30,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347805,simple,29159,Crassostrea gigas,6A_1,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,C028A6F5E2DF6AA9B40A0C0FAD89B4AF,0458CEC3225EC33330C4F858E42B71B3
SRS2533620,SAMN07347807,  6A_11, China:Dalian,China,DL,38.87851,121.58342,SRR6063402,2018-07-30 10:46:24,2017-09-23 22:27:59,76804701,13824846180,76804701,180,8912,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063402/SRR6063402.1,SRX3208525,wHAIPI012835-43,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347807,simple,29159,Crassostrea gigas,6A_11,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,C6CFC41FEF1DF309112B14A0263224E0,91E4F232E13CB36F0EF41F4FA0665FAF
SRS2533621,SAMN07347808,  6A_13, China:Dalian,China,DL,38.87851,121.58342,SRR6063401,2018-07-30 10:46:24,2017-09-23 22:35:33,98105926,17659066680,98105926,180,10909,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063401/SRR6063401.1,SRX3208526,wHAIPI012827-32,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347808,simple,29159,Crassostrea gigas,6A_13,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,E51F9F00757558DAF92C050B55C68B7F,E8CBA12FD24187A4BF9A1003D2C1DECB
SRS2533622,SAMN07347804,  6A_12, China:Dalian,China,DL,38.87851,121.58342,SRR6063404,2018-07-30 10:46:24,2017-09-23 22:48:15,85406394,17081278800,85406394,200,8036,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063404/SRR6063404.1,SRX3208524,wHAIPI000000-32,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347804,simple,29159,Crassostrea gigas,6A_12,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,92EABC1A0AE2C5E201932BB21E975888,BEB841BB1F4AA99D361BC1454DB38084
SRS2533623,SAMN07347811,  6A_18, China:Dalian,China,DL,38.87851,121.58342,SRR6063400,2018-07-30 10:46:24,2017-09-23 22:39:08,93691952,16864551360,93691952,180,11169,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063400/SRR6063400.1,SRX3208527,wHAIPI013925-67,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347811,simple,29159,Crassostrea gigas,6A_18,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,4C4F7C862B7D51338FB16F23213E102C,3F202C4D6F9E63FA22DC4A75A5C65547
SRS2533624,SAMN07347810,  6A_17, China:Dalian,China,DL,38.87851,121.58342,SRR6063399,2018-07-30 10:46:24,2017-09-24 03:09:23,100808383,18145508940,100808383,180,11327,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063399/SRR6063399.1,SRX3208528,wHAIPI012829-34,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347810,simple,29159,Crassostrea gigas,6A_17,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,98B5EA9406D542CC3420DC04DBB94474,FA4C0D0E284BB087447B0A599D8ABFF9
SRS2533154,SAMN07347745,  22A_9, China:Haiyangdao,China,HYD,39.06388,123.18557,SRR6063175,2018-07-30 10:46:12,2017-09-23 17:12:59,99254737,17865852660,99254737,180,12154,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063175/SRR6063175.1,SRX3208058,wHAIPI012870-100,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347745,simple,29159,Crassostrea gigas,22A_9,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,4C1A79A2E876AC31470CD3C03CE265A0,31FBD28C8682967D3FECCFC68AC981D4
SRS2533155,SAMN07347738,  22A_17, China:Haiyangdao,China,HYD,39.06388,123.18557,SRR6063174,2018-07-30 10:46:12,2017-09-23 17:28:00,85940837,15469350660,85940837,180,9837,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063174/SRR6063174.1,SRX3208059,wHAIPI012885-93,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347738,simple,29159,Crassostrea gigas,22A_17,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,7E9F59698C636881DE93D255CD3EAFA2,6100DB0E6605EC0D496C7D101B33FB91
SRS2533156,SAMN07347737,  22A_16, China:Haiyangdao,China,HYD,39.06388,123.18557,SRR6063173,2018-07-30 10:46:12,2017-09-23 17:59:21,113572380,20443028400,113572380,180,13629,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063173/SRR6063173.1,SRX3208060,wHAIPI012866-92,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347737,simple,29159,Crassostrea gigas,22A_16,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,80F5643A6782D8D7AB766F3EF71ABDF7,C79E259F82E327A003B59774EBD36FEE
SRS2533157,SAMN07347740,  22A_22, China:Haiyangdao,China,HYD,39.06388,123.18557,SRR6063172,2018-07-30 10:46:12,2017-09-23 17:20:29,112580498,20264489640,112580498,180,12818,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063172/SRR6063172.1,SRX3208061,wHAIPI012882-95,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347740,simple,29159,Crassostrea gigas,22A_22,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,EAEFBC07F8AAE4CFD23D5B0B17B99391,9F508FA4B17715CC202E62CCD9EDF8A3
SRS2533158,SAMN07347739,  22A_19, China:Haiyangdao,China,HYD,39.06388,123.18557,SRR6063171,2018-07-30 10:46:12,2017-09-23 17:43:38,102575348,18463562640,102575348,180,11643,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063171/SRR6063171.1,SRX3208062,wHAIPI012895-94,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347739,simple,29159,Crassostrea gigas,22A_19,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,AD4DEECA86C12CE5FB26AC38084EBBFE,EFA58D31F71193402BB9822C14373D2B
SRS2533159,SAMN07347741,  22A_24, China:Haiyangdao,China,HYD,39.06388,123.18557,SRR6063169,2018-07-30 10:46:12,2017-09-23 16:50:13,74278926,13370206680,74278926,180,8509,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063169/SRR6063169.1,SRX3208064,wHAIPI012878-96,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347741,simple,29159,Crassostrea gigas,22A_24,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,ECD910F2EC70ABF7866739494DB9A2E6,04C67F7C0F5147CC71A379DDA746337E
SRS2533160,SAMN07347742,  22A_25, China:Haiyangdao,China,HYD,39.06388,123.18557,SRR6063170,2018-07-30 10:46:12,2017-09-23 17:05:55,77549201,13958856180,77549201,180,8875,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063170/SRR6063170.1,SRX3208063,wHAIPI012873-97,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347742,simple,29159,Crassostrea gigas,22A_25,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,A4FF01C67A322A35B1F10FDAF350A42C,2DD336F16267ABE5E1BA3832FAD27141
SRS2533161,SAMN07347744,  22A_5, China:Haiyangdao,China,HYD,39.06388,123.18557,SRR6063168,2018-07-30 10:46:12,2017-09-23 16:57:43,89188695,16053965100,89188695,180,10980,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063168/SRR6063168.1,SRX3208065,wHAIPI012891-98,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347744,simple,29159,Crassostrea gigas,22A_5,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,D4FB318547E624AB826F3D04F7B75F10,9ED89FB780D974EF4B86D77BCB13E5E9
SRS2533162,SAMN07347743,  22A_3, China:Haiyangdao,China,HYD,39.06388,123.18557,SRR6063167,2018-07-30 10:46:12,2017-09-23 16:55:53,81992227,14758600860,81992227,180,10053,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063167/SRR6063167.1,SRX3208066,wHAIPI013928-77,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347743,simple,29159,Crassostrea gigas,22A_3,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,6C57F6ECEF6B6AE883EF5200B0C7DD1A,9CAAB133F2FBE0982558F1A094B95DFF
SRS2533460,SAMN07347732,  14_8, China:Haiyangdao,China,HYD,39.06388,123.18557,SRR6063274,2018-07-30 10:46:20,2017-09-23 20:22:58,103967990,18714238200,103967990,180,12604,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063274/SRR6063274.1,SRX3208364,wHAIPI012872-85,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347732,simple,29159,Crassostrea gigas,14_8,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,417EE5A5558C88791948E9A68AB8ABDF,5B9F33C1B79A61E757BA25FE4F8EFD9B
SRS2533484,SAMN07347746,  HYD1, China:Haiyangdao,China,HYD,39.06388,123.18557,SRR6063253,2018-07-30 10:46:20,2017-09-23 19:48:36,66066676,13213335200,66066676,200,8103,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063253/SRR6063253.1,SRX3208388,wHAIPI000000-40,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347746,simple,29159,Crassostrea gigas,HYD1,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,EE40B8B879475D953A10F89B21F1ADA5,A3D83597558FE0CFF528782D62290035
SRS2533524,SAMN07347735,  22A_13, China:Haiyangdao,China,HYD,39.06388,123.18557,SRR6063212,2018-07-30 10:46:22,2017-09-23 18:16:19,55455552,9981999360,55455552,180,6503,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063212/SRR6063212.1,SRX3208429,wHAIPI012674-19,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347735,simple,29159,Crassostrea gigas,22A_13,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,6C1CE97948ACAB234FB3E7D2A659F529,F890C19AF4D1D706C4C3B170ACFAE476
SRS2533526,SAMN07347736,  22A_15, China:Haiyangdao,China,HYD,39.06388,123.18557,SRR6063211,2018-07-30 10:46:22,2017-09-23 18:28:06,104915362,18884765160,104915362,180,12703,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063211/SRR6063211.1,SRX3208430,wHAIPI012901-90,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347736,simple,29159,Crassostrea gigas,22A_15,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,12AB202863E7650F8782D543C71777F8,955D69440FC0686479DF9BEFE4B2465E
SRS2533534,SAMN07347733,  22A_10, China:Haiyangdao,China,HYD,39.06388,123.18557,SRR6063202,2018-07-30 10:46:22,2017-09-23 17:59:00,95163558,17129440440,95163558,180,11527,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063202/SRR6063202.1,SRX3208439,wHAIPI012855-86,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347733,simple,29159,Crassostrea gigas,22A_10,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,A340071D8A05AFB959A1324744DA8396,C11D0D2B62AAB357357AAD569DB8D29E
SRS2533536,SAMN07347734,  22A_11, China:Haiyangdao,China,HYD,39.06388,123.18557,SRR6063201,2018-07-30 10:46:22,2017-09-23 17:54:34,95601204,17208216720,95601204,180,11551,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063201/SRR6063201.1,SRX3208440,wHAIPI012877-89,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347734,simple,29159,Crassostrea gigas,22A_11,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,F3848DB63AFEC56EFC1B883894B3FD9F,B71F752BA0139D18B4357A90736B2CFF
SRS2533284,SAMN07347621,  12A_10, China:Jinzhou,China,JZ,40.902494,121.172894,SRR6063039,2018-07-30 10:46:15,2017-09-23 17:13:45,107098499,19277729820,107098499,180,12852,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063039/SRR6063039.1,SRX3208189,wHAIPI013935-86,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347621,simple,29159,Crassostrea gigas,12A_10,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,0C14B8A4738169D030B7EB0F81BD225F,82B72ACC2084F39FFB149A3AFCF58D1B
SRS2533286,SAMN07347626,  12A_16, China:Jinzhou,China,JZ,40.902494,121.172894,SRR6063047,2018-07-30 10:46:15,2017-09-23 16:27:58,82707977,14887435860,82707977,180,9921,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063047/SRR6063047.1,SRX3208190,wHAIPI012926-77,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347626,simple,29159,Crassostrea gigas,12A_16,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,7A906851052A0499ADBF00E231B970BE,10090144E5BCA5456F4FC784D3871CD3
SRS2533287,SAMN07347627,  12A_17, China:Jinzhou,China,JZ,40.902494,121.172894,SRR6063046,2018-07-30 10:46:15,2017-09-23 16:37:48,110097026,19817464680,110097026,180,13797,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR6063046/SRR6063046.1,SRX3208191,wHAIPI012927-78,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP118736,PRJNA394055,NA,394055,SAMN07347627,simple,29159,Crassostrea gigas,12A_17,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,BGI,SRA612020,NA,public,9BED857891145A4BAAA7893BE6E7507B,C47B516436003AC922A35620D3726A05
